id,location,text,target
1369067,Denmark,"#Mutti knows what is good for you 🌬 90% of our time we spend inside Buildings, where 90% catch virus “Germans embrace fresh air to ward off coronavirus | TheGuardian https://t.co/iBZ15dtzFk",0
1369068,"Tulse Hill, Europe","Young people as diligent about Covid measures as older people, survey finds https://t.co/t75T9vrZUm",0
1369069,Castro Valley,"@EmilyPetro22 

Trump Takes Timeout from Golfing During Pandemic

#BidenHarris2020

https://t.co/5gWW0vgn4M",1
1369070,University of York,"Hundreds of thousands who lost jobs in pandemic denied universal credit 

300,000 universal credit applications in first few months of pandemic deemed ineligible due to savings

https://t.co/UzUE9qaE2A",0
1369071,"Austin, TX","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369072,"Bay Area, CA",7 former FDA commissioners: The Trump administration is undermining the credibility of the FDA on #covid19 #vaccines https://t.co/pKEOeJNigU,1
1369073,Madrid,"RT @mariaitapia: Este artículo da varias claves que nos podrían ayudar a controlar la expansión del virus.
https://t.co/yabS9aSggU

«No sie…",1
1369074,DC,Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369075,"North Carolina, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369076,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369077,Boston/Florida,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369078,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369079,"Corydon, Indiana",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369080,"South Carolina, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369081,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369082,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369083,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369084,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/Z4stR7RVxa,0
1369085,"California, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369086,Beautiful Pa,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369087,"Marysville, WA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369088,"Tampere, Suomi",Mielenkiintoinen pätkä luettavaksi. Toivottavasti joku Suomen jäljitystoimintaa kehittävä sattuu lukemaan ja sisäistämään saman. https://t.co/v8jgA2GpFF,1
1369089,"Tehran, Iran","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369090,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369091,,"RT @JoeNBC: Covid has accelerated many trends, including the dangerous divide between the rich and poor in America.  https://t.co/TZF6XV02IR",1
1369092,make my bed ,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369093,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369094,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369095,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369096,"Matewan, West Virginia ",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369097,Ciudad de México,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369098,"Phoenix, AZ",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369099,Italia,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369100,"Boston, MA","@zeynep is the most brilliant thinker out there. This article is the single best treatment of reducing the toll of COVID that I have seen. It also explains why in-person classes, especially with large numbers of students, are high-risk scenarios. https://t.co/vfDF9g1avu",1
1369101,Greatest Country on Earth USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369102,"Takoma Park, MD","CDC Director orders staff to weaken recommendations to Smithfield Foods after hundreds infected &amp; 2 died.

Political pressure from Smithfield or USDA?

“It appears as if politics played a role--ultimately...putting workers’ lives at risk,"" says @RepAdams
  https://t.co/d1idd9N2hA",1
1369103,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369104,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369105,Wisconsin,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369106,,"RT @SusanMichie: Young people as diligent about Covid measures as older people, survey finds https://t.co/EsROTGuhvo",0
1369107,"Hattiesburg, MS",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369108,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369109,Tennessee,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369110,"Las Vegas, NV",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369111,"Orlando, FL","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369112,London,"RT @marthasydenham: Voted Tory and shocked to find most benefits are means-tested? Should have voted Labour. Sorry.
https://t.co/yvdC0lh0Pd",0
1369113,Athens,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369114,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369115, Illinois,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369116,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369117,North West England,"Why is this not standard practice for all enclosed spaces when it's such a simple mitigation?  
Germans embrace fresh air to ward off coronavirus https://t.co/AzdyhWbD98",0
1369118,"Houston, TX",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369119,,RT @LevineHagai: https://t.co/8qAnRftkCC,1
1369120,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369121,Wonderland,@samstein What the campaign *did* was model responsible behavior (LIKE WEARING A MASK) early and often while Trump was actively telling people not to wear them and morons in the press were asking if Biden in a masked “looked presidential.” 🙄🙄🙄 https://t.co/1qZW1lC6Qd,1
1369122,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369123,"Waverly, MI",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369124,"pago pago, american samoa",@realDonaldTrump https://t.co/gk9VH1pysJ,1
1369125,Los Angeles,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369126,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369127,Coloma,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369128,"Tucson, AZ via N. CA",Beware of covid-19 vaccine trials designed to succeed from the start https://t.co/gp0jTxkuoj,1
1369129,"Bonita Springs, FL",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369130,"pago pago, american samoa",@realDonaldTrump @FoxNews https://t.co/gk9VH1pysJ,1
1369131,USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369132,New England,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369133,"Solingen, Germany","I'll bet y'all that the paper does not survive peer-review well. For one thing, Neandertal genes (IFF they exist as described) are most prevalent in Europe, then Asia. So this doesn't explain massive impact on African Americans.

https://t.co/wujyUWFEbf",0
1369134,,RT @meimei61007707: 每个人都死了：马斯克说他和他的家人都不会服用Covid-19疫苗，将比尔·盖茨（Bill Gates）炸成“拳头” https://t.co/2VyKC88QaC,0
1369135,South Louisiana,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369136,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369137,"pago pago, american samoa",@SenTedCruz @cnsnews https://t.co/gk9VH1pysJ,1
1369138,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369139,"Bremen, Deutschland","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369140,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369141,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369142,"Fallbrook, CA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369143,Communist Shithole CA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369144,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369145,NYC,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369146,"LA,Houston, NYC, ATL,Tampa",NFL Postpones First Game Due To COVID-19 Pandemic Following Tennessee Titans Outbreak https://t.co/OsOGzHcwPb #mustread #feedly,1
1369147,Arizona,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369148,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369149,Canada,@vicpiedra @Absolutexe @sanchezcastejon No tengo tan claro ese apoyo mutuo. Los italianos son muy pro-China https://t.co/AW3x5zmEhS,0
1369150,"Near the beach, New Jersey",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369151,Florida,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369152,"Washington, DC",The covid-19 recession is the most unequal in modern U.S. history: https://t.co/SKiYyLGIht,1
1369153,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369154,,Fauci sets record straight on masks after presidential debate - ABC News - https://t.co/NOGsISJaBk via @ABC,1
1369155,"London, England",https://t.co/QSlnvMtzgF,1
1369156,"Montréal, Québec","Pandemic triggers the most unequal recession in modern American history. Recessions often hit poorer households harder, but this one is doing so at a scale that is the worst in generations, the analysis shows.
https://t.co/0FB9GuFZb8
#COVID19",1
1369157,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369158,#AR,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369159,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369160,"Brooklyn, New York","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369161,Wash,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369162,Central Ohio,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369163,Wishing London! Everywhere!,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369164,USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369165,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369166,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369167,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369168,Anacortes WA,"@IngrahamAngle 'Africa’s performance shows, as I quoted a Kenyan anthropologist saying in May, “being a black person in this world doesn’t kill you, but being a black person in America clearly can.”'
https://t.co/2nFQ3hDiu2",1
1369169,Midwest,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369170,"Washington, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369171,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369172,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369173,5 floors down. ,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369174,Alabama,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369175,UK,https://t.co/OjJRXApTTE,0
1369176,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369177,England,"@AndyrewScotland there's an article here that hints that prepared countries (e.g. Japan) have been doing this from the start, and we've been following the influenza pandemic playbook instead:

https://t.co/kbNb5VJr3g",1
1369178,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369179,"California, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369180,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369181,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369182,Washington,RT @brady_dennis: The covid-19 recession is the most unequal in modern U.S. history: https://t.co/SKiYyLGIht,1
1369183,"Lancashire, UK","Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/3XGce5JEid",0
1369184,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369185,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369186,,Different words you can use. #words #vocabulary https://t.co/j9qlmpjGC0,0
1369187,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369188,"Missouri, United States",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369189,"SACRAMENTO, CALIFRONIA, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369190,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369191,Oregon,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369192,"Cape Coral, FL",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369193,Right on the Left Coast USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369194,"Nashville, Tennessee",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369195,"Solar System, Milky Way",RT @brady_dennis: The covid-19 recession is the most unequal in modern U.S. history: https://t.co/SKiYyLGIht,1
1369196,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369197,"Bristol, TN","RT @olafdreyer: @SamanthaJPower This article in @TheAtlantic is also very good:

https://t.co/YrRo1ech5g",1
1369198,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369199,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369200,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369201,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369202,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369203,England●●●●●●Nigeria ,RT @VEEGCulture: A COVID-19 test that gives results in 15 minutes without a lab has been cleared for use in Europe https://t.co/nGZFFf4Zyh,1
1369204,England,"RT @SusanMichie: Young people as diligent about Covid measures as older people, survey finds https://t.co/EsROTGuhvo",0
1369205,Sat on a throne of alabaster.,"This Overlooked Variable Is the Key to the Pandemic
It’s not R. https://t.co/PT2JVn1biE",1
1369206,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369207,The Great State Of Texas,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369208,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369209,Castro Valley,"@EmilyPetro22 

Trump:  ""Losers die every day.  But I can't let the suckers panic.  Hell, there goes the stock market!""

https://t.co/uRXlbrMVT2",0
1369210,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369211,"Torrance, CA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369212,"Utah, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369213,"Washington, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369214,https://gab.ai/Kydwyn,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369215,Please donate to:,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369216,"Florida, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369217,"Deer Park, Texas ",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369218,🌎,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369219,"Philadelphia, PA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369220,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369221,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369222,"Joshua Tree, CA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369223,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369224,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369225,United Kingdom 🇬🇧,"DWP denied Universal Credit to hundreds of thousands of people who lost their jobs due to the coronavirus pandemic 

At least 300,000 Universal Credit applications in first few months of the coronavirus pandemic were deemed ineligible 

 https://t.co/HneGWB67kW",0
1369226,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369227,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369228,"Tucson, AZ via N. CA",Moderna’s claim of favorable results in its vaccine trial is an example of ‘publication by press release’ https://t.co/hS2ff3pXtm,1
1369229,,@Nopanaden https://t.co/ilKhDBr8Ih,0
1369230,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369231,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369232,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369233,"Tennessee, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369234,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369235,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369236,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369237,"Tulsa, OK",https://t.co/rdlQmHorD2,1
1369238,Kentucky/Florida,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369239,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369240,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369241,"ON, Canada",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369242,"San Jose, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369243,USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369244,,"Biden is right again. K shaped recovery.
https://t.co/EH8P747myR",1
1369245,"Lenexa, KS",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369246,"Leadville, CO","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369247,"pago pago, american samoa",@SenateGOP @SenJohnBarrasso https://t.co/gk9VH1pysJ,1
1369248,USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369249,"Mobile, AL",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369250,Galway on the Atlantic coast,Young people as diligent as older peers about COVID measures https://t.co/g7DW9jufYT,0
1369251,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369252,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369253,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369254,"South Carolina, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369255,"ÜT: 34.591606,-82.237366",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369256,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369257,UK,https://t.co/Ullc6O5mpO,0
1369258,愛知県,"RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1369259,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369260,Houston,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369261,Washington DC area,"#SNL is back this weekend with Jim Carrey as Joe Biden, Chris Rock as host and a whole lot of restrictions. Here’s what to expect. https://t.co/SYDw5pvo8P",1
1369262,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369263,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369264,Riga,"@Eglajs Manā burbulī tavi pravietiskie tvīti, kas līdz šim nav bijuši sevišķi precīzi, un šis raksts trāpijās blakus. Kāds ir tavs viedoklis par šo? https://t.co/WGU9cjGfSX",1
1369265,"Oslo, Norway (via Australia)","This @zeynep article is great. It really highlights the folly in pointing to historical or current case data at some sort of reliable measure of political performance. This skewed distribution means the numbers are more sensitive to luck than we thought: 

https://t.co/Z3yfBp0P6K https://t.co/qyrgXzqmSe",1
1369266,United States,"RT @DoctorHenryCT: Biden is right again. K shaped recovery.
https://t.co/EH8P747myR",1
1369267,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369268,"East Northport, NY","This is a really interesting article about how covid could be possible spreading.

https://t.co/CILCqrmDih",1
1369269,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369270,Quincy,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369271,Seattle WA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369272,"Thompson's Station, TN",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
